Exercicio,Orgao,Unidade_Orcamentaria,Programa_de_Trabalho,Acao,Descricao_Acao,Fonte_de_Recursos,Descricao_Fonte,Elemento_Despesa,Descricao_Elemento,Item_Despesa,Descricao_item_Despesa,Orcamento_Atualizado,Empenhado,Liquidado,Pago,Pago_Restos_Pagar
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903004,Materiais De Vestuário  Uniformes  Fardamento  Tecidos E Aviamentos,0,0,0,0,243405
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903004,Materiais De Vestuário  Uniformes  Fardamento  Tecidos E Aviamentos,0,42196 699999999997,42196 699999999997,42196 699999999997,42196 699999999997
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903005,Materiais Para Uso Médico  Cirúrgico E Odontológico,0,0,0,0,7185
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903005,Materiais Para Uso Médico  Cirúrgico E Odontológico,0,2369 9000000000001,2369 9000000000001,2369 9000000000001,2369 9000000000001
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903012,Drogas E Medicamentos,0,0,0,0,3541 8000000000002
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903012,Drogas E Medicamentos,0,26706 389999999999,26706 389999999996,26706 389999999996,26706 389999999996
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903021,Materiais E Produtos Químicos,0,385 13000000000011,385 13,385 13,385 13
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339037,Locação de Mão de Obra,33903700,Locação De Mão-De-Obra,934335 26000000001,0,0,0,0
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903700,Locação De Mão-De-Obra,1254031 4099999999,0,0,0,0
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339037,Locação de Mão de Obra,33903701,Serviço de Limpeza  Conservação  Higiene e Copa por Pessoa Jurídica,0,0,0,0,561997 95000000007
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339037,Locação de Mão de Obra,33903702,Serviços De Vigilância E Policiamento Por Pessoa Jurídica,0,345195 12999999995,345195 13,345195 13,503651 94
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903702,Serviços De Vigilância E Policiamento Por Pessoa Jurídica,0,300581 98000000004,300581 97999999998,300581 97999999998,825755 58999999997
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903705,SERVICO DE LIMPEZA HOSPITALAR,0,732614 29999999993,732614 30000000005,732614 30000000005,732614 30000000005
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339037,Locação de Mão de Obra,33903709,Serviço de Apoio Administrativo e Operacional,0,359303 96999999997,359303 96999999997,359303 97000000003,401698 54000000004
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903709,Serviço de Apoio Administrativo e Operacional,0,0,0,0,0
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903900,Outros Serviços De Terceiros - Pessoa Jurídica,548700 34999999998,0,0,0,0
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903900,Outros Serviços De Terceiros - Pessoa Jurídica,3354036 6099999999,0,0,0,0
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903911,Fornecimento De Alimentação,0,502065 69,502065 68999999994,502065 69,1157972 6300000001
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903911,Fornecimento De Alimentação,0,1573224 8200000001,1573224 8200000001,1573224 8200000001,1573224 8200000001
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903913,Serviços de Transporte  Frete e Carretos,0,0,0,0,25440 48
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903913,Serviços de Transporte  Frete e Carretos,0,34320,34320,34320,34320
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903934,Despesas Miúdas De Pronto Pagamento E/Ou De Caráter Extraordinário Ou Urgente,0,78208 899999999994,78208 899999999994,78208 899999999994,78208 899999999994
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903947,Serviços De Reparo  Adaptação  Conservação  Restauração E Instalação De Sistema De Refrigeração,0,0,0,0,22717 830000000002
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903948,Serviços De Reparo  Adaptação  Conservação  Restauração E Instalação De Elevadores,0,0,0,0,17160 799999999999
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903948,Serviços De Reparo  Adaptação  Conservação  Restauração E Instalação De Elevadores,0,106323 25,106323 25,106323 25,106323 25
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903954,SERVICOS DE LABORATORIO DE ANALISES CLINICAS,0,0,0,0,24572 909999999996
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903954,SERVICOS DE LABORATORIO DE ANALISES CLINICAS,0,47566 389999999999,47566 389999999999,47566 389999999999,47566 389999999999
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903971,Serviços de Lavagem  Higienização  Desinfecção  Coleta  Guarda e Distrib. de Roupas Hosp. e Serv. Compl. prestados por PJ,0,0,0,0,18423 739999999998
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903971,Serviços de Lavagem  Higienização  Desinfecção  Coleta  Guarda e Distrib. de Roupas Hosp. e Serv. Compl. prestados por PJ,0,142380 25,142380 25,142380 25,142380 25
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903978,LOCACAO DE EQUIPAMENTOS COM OPERACAO E INSUMOS,0,22078,22078,22078,22078
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903994,SERVICOS DE MANUTENCAO E CONSERVACAO PREDIAL HOSPITALAR,0,0,0,0,260920 58000000002
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903994,SERVICOS DE MANUTENCAO E CONSERVACAO PREDIAL HOSPITALAR,0,705218 48999999999,705218 48999999999,705218 48999999999,705218 48999999999
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909200,Despesas De Exercícios Anteriores,427945 41999999998,0,0,0,0
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909206,Drogas e Medicamentos,0,4553 3199999999997,4553 3199999999997,4553 3199999999997,4553 3199999999997
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909209,Serviços De Reparo  Adaptação  Conservação  Restauração E Instalação De Bens Móveis E Imóveis,0,350377 33999999997,350377 34000000003,350377 33999999997,350377 33999999997
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909221,Serviços De Saúde Pública,0,5278 9200000000001,5278 9200000000001,5278 9200000000001,5278 9200000000001
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909238,Serviços de Transportes  Frete e Carretos,0,9840,9840,9840,9840
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909239,Serviços De Informática,0,6498,6498,6498,6498
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909242,PRODUTOS QUIMICOS  BIOLOGICOS E LABORATORIAIS,0,177 75999999999999,177 75999999999999,177 75999999999999,177 75999999999999
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909264,SERVICOS DE APOIO ADMINISTRATIVO E OPERACIONAL - LOCACAO DE MAO-DE-OBRA,0,37963,37963,37963,37963
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339092,Despesas de Exercícios Anteriores,33909282,SERV. DE LAVAGEM  HIGIEN.DESINFECCAO COLETA GUARDA E DISTRIB.DE ROUPAS PRESTADOS POR PJ,0,13257 08,13257 08,13257 08,13257 08
2016,18,84,18841030204262747,2747,ACOES DE ATENCAO PSIQUIATRICA HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,449052,Equipamentos e Material Permanente,44905217,Mobiliário Em Geral,0,0,0,0,1488
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903000,Material De Consumo,1253950 6699999999,0,0,0,0
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903002,Materiais Para Limpeza E Higiene,0,10521 599999999999,10521 6,10521 599999999999,10521 599999999999
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903003,Material Para Escritório E  Expediente,0,0,0,0,4318 71
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903003,Material Para Escritório E  Expediente,0,17247 869999999999,17247 869999999999,17247 869999999999,17247 869999999999
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903004,Materiais De Vestuário  Uniformes  Fardamento  Tecidos E Aviamentos,0,10107,10107,10107,10107
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903005,Materiais Para Uso Médico  Cirúrgico E Odontológico,0,0,0,0,74455 239999999991
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903005,Materiais Para Uso Médico  Cirúrgico E Odontológico,0,578154 20000000007,578154 19999999995,578154 20000000019,578154 20000000019
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903012,Drogas E Medicamentos,0,0,0,0,6158 8500000000004
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903012,Drogas E Medicamentos,0,337436 83000000002,337436 83000000002,337436 83000000002,337436 83000000002
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903021,Materiais E Produtos Químicos,0,0,0,0,4925 0699999999997
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903021,Materiais E Produtos Químicos,0,46069 75,46069 75,46069 75,46069 75
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339030,Material de Consumo,33903022,Materiais E Produtos Biológicos E Laboratoriais,0,0,0,0,25710
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339030,Material de Consumo,33903022,Materiais E Produtos Biológicos E Laboratoriais,0,125513 84,125513 84,125513 84,125513 84
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339034,Outras Despesas de Pessoal decorrentes de Contratos de Terceirização,33903400,OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZACAO,78220 330000000002,0,0,0,0
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339034,Outras Despesas de Pessoal decorrentes de Contratos de Terceirização,33903401,MAO-DE-OBRA PARA SERVICOS DE SAUDE PUBLICA,0,74505 410000000003,64820 040000000001,64820 040000000001,103203 22
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339035,Serviços de Consultoria,33903500,Serviços De Consultoria,7640 7600000000002,0,0,0,0
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339035,Serviços de Consultoria,33903503,Consultorias em Geral,0,6303 6300000000001,6303 6300000000001,6303 6299999999992,13880 719999999998
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903700,Locação De Mão-De-Obra,1500837 24,0,0,0,0
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903701,Serviço de Limpeza  Conservação  Higiene e Copa por Pessoa Jurídica,0,446712 72999999998,446712 72999999998,446712 72999999998,946991 60999999999
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903702,Serviços De Vigilância E Policiamento Por Pessoa Jurídica,0,200187 60000000001,200187 60000000001,200187 59999999998,505566 92999999999
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903705,SERVICO DE LIMPEZA HOSPITALAR,0,144907 91000000003,144907 91,144907 91,144907 91
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339037,Locação de Mão de Obra,33903709,Serviço de Apoio Administrativo e Operacional,0,459344 39999999991,459344 40000000002,459344 40000000008,608287 85000000009
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903900,Outros Serviços De Terceiros - Pessoa Jurídica,2446944 75,0,0,0,0
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903900,Outros Serviços De Terceiros - Pessoa Jurídica,2794439 2999999998,0,0,0,0
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903904,Serviços De Reparo  Adaptação  Conservação  Restauração E Instalação De Bens Móveis E Imóveis Por Pessoa Jurídica,0,772 90999999999997,772 90999999999997,772 90999999999997,2212 9099999999999
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903904,Serviços De Reparo  Adaptação  Conservação  Restauração E Instalação De Bens Móveis E Imóveis Por Pessoa Jurídica,0,97116 739999999991,97116 739999999991,97116 739999999991,349440 57999999996
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903911,Fornecimento De Alimentação,0,373191 92999999993,373191 92999999999,373191 92999999999,697391 95999999996
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903911,Fornecimento De Alimentação,0,1122579 7,1122579 7,1122579 7,1173218 9099999999
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903913,Serviços de Transporte  Frete e Carretos,0,0,0,0,21120
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903918,Treinamento De Pessoal Por Pessoa Jurídica,0,1562192 8200000001,1562192 8200000001,1562192 8199999998,1562192 8199999998
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903918,Treinamento De Pessoal Por Pessoa Jurídica,0,346654 22999999998,346654 22999999998,346654 22999999998,346654 22999999998
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903930,Máquinas E Equipamentos De Informática - Locação,0,11999 01,11999 010000000002,11999 010000000002,13783 730000000001
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903934,Despesas Miúdas De Pronto Pagamento E/Ou De Caráter Extraordinário Ou Urgente,0,26086 200000000001,26086 200000000001,26086 200000000001,26086 200000000001
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903934,Despesas Miúdas De Pronto Pagamento E/Ou De Caráter Extraordinário Ou Urgente,0,109283 23,109283 23,109283 23000000001,109283 23000000001
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903947,Serviços De Reparo  Adaptação  Conservação  Restauração E Instalação De Sistema De Refrigeração,0,0,0,0,12285 360000000001
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903948,Serviços De Reparo  Adaptação  Conservação  Restauração E Instalação De Elevadores,0,78165 720000000001,78165 720000000001,78165 720000000001,94725 720000000001
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903954,SERVICOS DE LABORATORIO DE ANALISES CLINICAS,0,15619 060000000001,15619 059999999999,15619 060000000001,20376 830000000002
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903959,Serviços De Assistência Médica  Hospitalar E Odontológica,0,1076 9200000000001,1076 9200000000001,1076 9200000000001,2771 3099999999999
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903968,Serviço de Limpeza  conservação   higiene e copa por pessoa juridica,0,0,0,0,8240 0799999999999
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903968,Serviço de Limpeza  conservação   higiene e copa por pessoa juridica,0,37936 169999999998,37936 169999999998,37936 169999999998,38481 869999999995
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,181,181 - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903971,Serviços de Lavagem  Higienização  Desinfecção  Coleta  Guarda e Distrib. de Roupas Hosp. e Serv. Compl. prestados por PJ,0,66865 210000000006,66865 209999999992,66865 209999999992,71720 639999999985
2016,18,85,18851030203062009,2009,MANUTENCAO DO CUSTEIO DA REDE HOSPITALAR,100,100 - ORDINARIOS NAO VINCULADOS,339039,Outros Serviços de Terceiros - Pessoa Jurídica,33903981,SERVICOS DE HEMODIALISE,0,0,0,0,0
