EXERCICIO,DESC_ORGAO,CODIGO_RUBRICA,DESC_RUBRICA,RECEITA_PREVISTA,RECEITA_ARRECADADA,RECEITA_ARRECADADA_JAN,RECEITA_ARRECADADA_FEV,RECEITA_ARRECADADA_MAR,RECEITA_ARRECADADA_ABR,RECEITA_ARRECADADA_MAI,RECEITA_ARRECADADA_JUN,RECEITA_ARRECADADA_JUL,RECEITA_ARRECADADA_AGO,RECEITA_ARRECADADA_SET,RECEITA_ARRECADADA_OUT,RECEITA_ARRECADADA_NOV,RECEITA_ARRECADADA_DEZ
2016,Prefeitura,1761995134,CONV 003/2012/CEF - CONDOMINIO LIVORNO - TTS PMCMV- SMH,0,117649 75999999999,46991 699999999997,0,0,27544 080000000002,0,0,26825 889999999999,16288 09,0,0,0,0
2016,Prefeitura,1919270101,INFRACOES CONTRATUAIS - ADMINISTRACAO DIRETA,598306,1202129 3899999999,30899 91,344298 38,41351 290000000001,32788 599999999999,49917 830000000002,60574 650000000001,164160 25,98846 020000000004,59850 349999999999,80951 979999999996,127598 39,110891 74000000001
2016,Prefeitura,1919270102,INFRACOES CONTRATUAIS - RECOLHIMENTO RECEITA REDE BANCARIA,9049,12066 110000000001,171 66999999999999,126 3,1155 8199999999999,407 48000000000002,2024 02,2896 96,718 24000000000001,320 58999999999997,3038 3299999999999,508 92000000000002,519 70000000000005,178 08000000000001
2016,Prefeitura,1339990102,PERMISSAO PARA EXPLORACAO DE EQUIPAMENTO DE RECREACAO - SMAC,0,1213 5699999999999,153 47999999999999,1060 0899999999999,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1390010102,OUTRAS RECEITAS PATRIMONIAIS - HERANCA JACENTE,0,101859 49000000001,0,0,0,0,0,0,0,0,0,0,0,101859 49000000001
2016,Prefeitura,1721010202,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS-CF ART 159 I ALINEA D,11299288,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1721340161,TRANSFERENCIAS DO FNAS - PISO FIXO DE MEDIA COMPLEXIDADE III - MEDIDAS SOCIOS EDUCATIVAS,1980000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1721340164,TRANSF.DO FNAS-PORT.UNIAO-MDS434/2008- PROGR -BENEFICIO DE PRESTACAO CONTINUADA NA ESCOLA,70000,45360,17480,0,24360,3520,0,0,0,0,0,0,0,0
2016,Prefeitura,1722990101,TRANSFERENCIAS DO FEAS - ACAO CONTINUADA PROTECAO SOCIAL BASICA ESPECIAL,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761995123,CONV 021/2012/CEF - RESIDENCIAL TARONI - TTS PMCMV - SMH,0,100593 38,0,0,0,27022 220000000001,0,36098 900000000001,0,37472 260000000002,0,0,36,-36
2016,Prefeitura,1761995124,CONV 022/2012/CEF - RESIDENCIAL TOLEDO - TTS PMCMV - SMH,0,202035 91,48040 07,0,0,60192 440000000002,0,0,65742 550000000003,28060 849999999999,0,0,0,0
2016,Prefeitura,1761995147,CONV. N 824422/2015/MJ/SESGE - IMPLEMENTACAO DO PLANO NACIONAL DE SEGURANCA PARA A REALIZA,0,1379581 6699999999,1579050,0,0,0,0,0,0,0,0,0,-199468 32999999999,0
2016,Prefeitura,1761030199,PROJETO VIVA JOVEM - OFICINAS CULTURAIS - SENAD,267719,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761995121,CONV 019/2012/CEF - RESIDENCIAL RIO BONIT0- TTS PMCMV - SMH,0,60250 980000000003,0,0,0,16002 190000000001,0,29632 279999999999,0,14616 51,0,0,0,0
2016,Prefeitura,1761995122,CONV 020/2012/CEF - RESIDENCIAL SEVILHA- TTS PMCMV - SMH,0,141384 66999999998,47288 269999999997,0,0,42252 57,0,0,36189 400000000001,15654 43,0,0,0,0
2016,Prefeitura,1761995145,CONV. 817143/2015 - PROGRAMA DE CAPACITACAO DOS SERVIDORES DA GUARDA MUNICIPAL PARA OS GRA,0,136813 20000000001,0,0,0,0,0,0,0,0,239491 20000000001,0,-102678,0
2016,Prefeitura,1761995149,CONV 817194/2015/MJ/SESGE-CAPACITACAO DOS INTEGRANTES DA GUARDA MUNICIPAL PARA ATUACAO NOS,0,37427 279999999999,0,0,106704,0,0,0,0,0,0,0,0,-69276 720000000001
2016,Prefeitura,1911380102,MULTAS E JUROS DE MORA - IMPOSTO TERRITORIAL URBANO,1317229,975018 8600000001,9914 5100000000002,53016 019999999997,87642 279999999999,90752 130000000005,89788 330000000002,72766 880000000005,87904 639999999999,75126 990000000005,78101 039999999994,102665 12,93937 600000000006,133403 32000000001
2016,Prefeitura,1913350102,MULTAS E JUROS DE MORA DIVIDA ATIVA DA TAXA FISCALIZACAO VIGILANCIA SANITARIA - FMS,1031714,943907 16999999993,101746 88,61773 559999999998,66995 740000000005,76203 119999999995,51939 18,68642 429999999993,109663 22,78792 580000000002,77047 509999999995,55996 209999999999,87193 369999999995,107913 37
2016,Prefeitura,1919350101,MULTAS PREVISTAS NA LEGISLACAO DO MEIO AMBIENTE,1647533,2251424 7300000004,142848 14999999999,89940 820000000007,177344 12,388319 94,130561 99000000001,171644 81,496669 64000000001,245488 57000000001,507704 64000000001,308067 37,349089 44,-756254 76000000001
2016,Prefeitura,1919500101,AUTO DE INFRACAO - APARELHOS DE TRANSPORTE - ELEVADORES,1708,2749 7200000000003,472 18000000000001,0,0,0,0,746 71000000000004,0,0,0,1530 8299999999999,0,0
2016,Prefeitura,1722223004,COTA-PARTE ROYALTIES-COMPENSACAO FINANCEIRA PRODUCAO DE PETROLEO LEI 7990/89  ART.9 -DREM,0,8842367 0800000001,0,0,0,0,0,0,0,0,0,0,0,8842367 0800000001
2016,Prefeitura,1724010501,TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA FPE,62490708,79611505 150000006,5548822 8700000001,6995903 3099999996,4219326 4400000004,5015872 9800000004,6672997 3300000001,5510418 2400000002,3995117 8700000001,4954499 9299999997,4028998 2799999998,5217993 1399999997,12236205 59,15215349 17
2016,Prefeitura,1761995112,CONV 010/2012/CEF - CONDOMINIO PARK IMPERIAL - TTS PMCMV - SMH,0,165705 79999999999,67501 830000000002,0,0,39476 830000000002,0,0,19303 209999999999,39423 93,0,0,0,0
2016,Prefeitura,1761995117,CONV 015/2012/CEF - RESIDENCIAL COIMBRA - TTS PMCMV - SMH,0,211979 90999999997,73699 199999999997,0,0,55809 349999999999,0,0,53212 029999999999,29259 330000000002,0,0,0,0
2016,Prefeitura,1761995126,CONV 024/2012/CEF - RESIDENCIAL VIDAL - TTS PMCMV  - SMH,0,5465034 7699999996,0,0,0,43489 639999999999,0,34082 260000000002,0,15892 450000000001,0,0,0,5371570 4199999999
2016,Prefeitura,1915990101,MULTAS E JUROS DE MORA DA DIVIDA ATIVA DAS MULTAS PREVISTAS NA LEGISLACAO SANITARIA - FMS,861933,779977 54000000004,70693 850000000006,53251 040000000001,56507 120000000003,49368 739999999998,137514 35000000001,78628 419999999998,83778 210000000006,53859 400000000001,52005 68,42702 160000000003,58787 989999999998,42880 580000000002
2016,Prefeitura,1919270130,MULTAS E JUROS PREVISTOS EM CONTRATOS-ADMINISTRACAO DIRETA-DREM,0,26672 619999999999,0,0,0,0,0,0,0,0,0,0,0,26672 619999999999
2016,Prefeitura,1922990117,ANULACAO DE DESPESA - FMS,0,1046644 75,0,0,0,0,0,1046644 75,0,0,0,0,0,0
2016,Prefeitura,1990999999,RECEITAS EVENTUAIS,32012704,19989623 460000001,17703820 449999999,237163 20999999999,-12868513 359999999,-73057 970000000001,1796731 8799999999,110593 28,2176096 21,1731504 9299999999,1219768 4399999999,4593585 75,3185016 04,176914 59999999998
2016,Prefeitura,1113050103,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA -ISS RETENCAO LEI 4452/06,395275278,350057030 31,38442193 950000003,29858968 989999998,28073604 82,29171855 899999999,24814242 620000001,27239556 25,39045917 130000003,27328601 84,24287890 199999999,25986536 289999999,22457814 800000001,33349847 52
2016,Prefeitura,1313010102,REMISSAO DE FOROS,4300000,2657356 4300000002,287454 37,224857 04000000001,150376 73999999999,223733 17999999999,283667 34999999998,300654 75,241274 06,76248 789999999994,138635 42000000001,232735 26999999999,208138 03,289581 42999999999
2016,Prefeitura,1321520101,JUROS DE TITULO DE RENDA - RECURSOS DO TESOURO,109394067,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1325015127,CONV.776768/2012/MDSCF-ESTRUTURACAO DA REDE DE PROTECAO SOCIAL BASICA DO CRAS-AQUISICAO DE,0,105613 84999999999,9668 7099999999991,8996 8999999999996,10171 370000000001,8498 6100000000006,8871 6700000000001,9419 8799999999992,9077 1499999999996,10033 98,8615 5599999999995,8106 04,7393 0100000000002,6760 9700000000003
2016,Prefeitura,1325015204,RECURSOS DO FCA - ROYALTIES DO PETROLEO,325972,379581 12,56565 07,53419 230000000003,62482 730000000003,57433 010000000002,60997 910000000003,64577 610000000001,23815 84,233 11000000000001,37 039999999999999,19 57,0,0
2016,Prefeitura,1325015205,RECURSOS DO FCA - MULTAS MEIO AMBIENTE,640334,594238 43999999994,57507 989999999998,57793 32,71449 009999999995,62748 059999999998,60898 959999999999,64238,61135 059999999998,60152 360000000001,67960 679999999993,78221 800000000003,88691 25,-136558 04999999999
2016,Prefeitura,1325015317,CONV. 336/2006 - ATEND. A CRIANCAS E ADOLESCENTES VITIMAS DO TRAFICO - SMAS,0,398 88,30 079999999999998,28 879999999999999,33 82,31 079999999999998,33,34 950000000000003,33 700000000000003,37 289999999999999,34 369999999999997,32 899999999999999,32 859999999999999,35 950000000000003
2016,Prefeitura,1325015348,CONV. CR. CEF260.0223649-35/2007-PAC URBANIZACAO- COMPLEXO DE MANGUINHOS - SMH,0,301684 54999999999,23994 439999999999,25008 869999999999,22210 869999999999,24646 779999999999,24281 040000000001,25491 98,24793 82,26513 16,28165 400000000001,25300 970000000001,26098 049999999999,25179 169999999998
2016,Prefeitura,1325015384,CONV.26/2011/PREVIRIO - CRECHE INSTITUCIONAL DR. PAULO NIEMEYER - SMA,0,141336 13999999998,18623 34,14487 549999999999,16915 68,15548 6,15100 25,9963,4352 2600000000002,737 29999999999995,5722 0699999999997,9863 3600000000006,16734 84,13287 889999999999
2016,Prefeitura,1722011301,COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE,2379786,3788171 7700000005,990465 21999999997,0,0,1260073 8100000001,0,0,1530043 0800000001,0,0,7589 6599999999999,0,0
2016,Prefeitura,1722335401,BASICO DA ASSISTENCIA FARMACEUTICA,15230689,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1724010801,TRANSFERENCIAS DE RECURSOS DO FUNDEB - PARCELA ITR,493978,456252 51000000001,14098 35,9498 0599999999995,14729 469999999999,16292 08,10968 790000000001,6562 8000000000002,7951 2200000000003,6701 8400000000001,28228 669999999998,218077 64000000001,100007 74000000001,23135 849999999999
2016,Prefeitura,1761995132,CONV 030/2012/CEF - RESIDENCIAL ESTORIL- TTS PMCMV - SMH,0,221259 64999999999,76297 410000000003,0,0,63069 139999999999,0,61792 540000000001,0,20100 560000000001,0,0,0,0
2016,Prefeitura,1761995135,CONV 004/2012/CEF - CONDOMINIO TERNI - TTS PMCMV -SMH,0,112035 42000000001,41341 239999999998,0,0,24935 310000000001,0,0,28427 740000000002,17331 130000000001,0,0,0,0
2016,Prefeitura,1911350102,MULTAS E JUROS DE MORA - TAXA DE INSPECAO SANITARIA - FMS,2460973,959754 44999999995,50635 800000000003,30601 650000000001,114754 24000000001,104709 37,49700 879999999997,36200 489999999998,33809 690000000002,205808 29000000001,182302 98000000001,61020 730000000003,45461 959999999999,44748 370000000003
2016,Prefeitura,1911990199,MULTAS E JUROS DE MORA - OUTRAS TAXAS,2387367,1082112 02,122977 63,79684 039999999994,56055 540000000001,81097 470000000001,119366 63,104561 78,100585 98,93330 169999999998,71490 990000000005,102942 37,93169 940000000002,56849 480000000003
2016,Prefeitura,1913120102,ITBI - MULTA E JUROS DE MORA,5005755,11548347 75,256962 69,147270 92000000001,237594 79000000001,263266 23999999999,283809 57000000001,276316 72999999998,2081549 8700000001,234714 92000000001,259557 70000000001,156465 84,277154 22999999998,7073684 25
2016,Prefeitura,1919270103,MULTAS POR INFRACOES CONTRATUAIS - FUNDEF,5166,14935 879999999999,0,0,0,0,0,0,0,0,0,0,14935 879999999999,0
2016,Prefeitura,1325015612,CONSTRUCAO E REFORMA DE ESCOLAS E/OU EQUIPAMENTOS URBANOS COMUNITARIOS PUBLICOS,6572753,236218 71999999997,1073 6300000000001,1030 9200000000001,1206 96,1109 4100000000001,1181 55,1253 48,1208 8,1337 5799999999999,25084 619999999999,61931 559999999998,66764 600000000006,73035 610000000001
2016,Prefeitura,1325015632,TRANSFERENCIA DO FNDE - TC PAR N 00137/2016 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOLA,0,347 05000000000001,0,0,0,0,0,0,0,0,0,0,0,347 05000000000001
2016,Prefeitura,1325019808,Conv. 006/2012/CEF - CONDOMINIO TREVISO - TTS P   MCMV - SMH,0,8477 7099999999991,344 86000000000001,620 71000000000004,729 62,820 34000000000003,975,944 17999999999995,928 15999999999997,1329 9400000000001,826 76999999999998,624 05999999999995,240 16999999999999,93 900000000000006
2016,Prefeitura,1325019809,Conv. 007/2012/CEF - CONDOMINIO VARESE - TTS PM   CMV - SMH,0,7868 0299999999997,426 36000000000001,670 26999999999998,787 87,852 76999999999998,994 53999999999996,967 16999999999996,788 54999999999995,795 24000000000001,523 95000000000005,437 47000000000003,315 35000000000002,308 49000000000001
2016,Prefeitura,1721010401,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS- 1% DA COTA ENTREGUE NO MES DE JULHO,5649644,8025603 04,0,0,0,0,0,0,8025603 04,0,0,0,0,0
2016,Prefeitura,1721223003,ROYALTIES DO PETROLEO - LEI 7990/89 - DIVERSOS,55325376,27430843 200000003,5940155 1200000001,797674 33999999997,2509617 27,2460042 4199999999,2674793 3100000001,2608854 7799999998,3100767 6499999999,3275005 0699999998,2651496 23,2667504 48,2933111 98,-4188179 4500000002
2016,Prefeitura,1721340148,TRANSFERENCIAS DO FNAS - BOLSA FAMILIA,14000000,7870293 3000000007,609205 13,570733 65000000002,0,0,1167913 51,629942 43999999994,1225900 6699999999,578311 65000000002,580291 63,0,619313 93999999994,1888680 6799999999
2016,Prefeitura,1722010101,COTA-PARTE IMP. S/OPERAC. REL. A CIRC. DE MERC. E SERVICOS,2326575597,1802223059 3400002,163417173 94999999,142153783 19999999,168887487 89000002,166166994 26000002,148680616 70999998,142717837 68000001,139758165 25,139276455 24000001,137541811 84,145946458 66000003,145514787 18000001,162161487 47999999
2016,Prefeitura,1922070101,RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES,6822249,10370334 069999998,508386 82000000001,964364 40000000002,42486 800000000003,42804 139999999999,-130689 41,8143465 54,25459 02,36035 559999999998,19048 099999999999,211751 85999999999,141952 98999999999,365268 25
2016,Prefeitura,1919150112,MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO-DREM,0,54413222 359999999,0,0,0,0,0,0,0,0,0,0,0,54413222 359999999
2016,Prefeitura,1919500104,INFRACOES - LICENCA PARA ESTABELECIMENTO,442897,284972 15999999997,15036 34,20792 790000000001,24435 779999999999,27386 389999999999,28582 950000000001,28999 110000000001,22742 77,31351 5,27921 029999999999,26246 040000000001,19198 240000000002,12279 219999999999
2016,Prefeitura,1919990112,TERMO DE AJUSTAMENTO DE CONDUTA  TAC (C/C) - FUMDC,1505491,382817 98999999999,112351 61,31719 830000000002,3300,3300,3000,33439 709999999999,2000,219771 70000000001,72500,22500,22500,-143564 85999999999
2016,Prefeitura,1922070104,RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES - FMAS,0,966813 79000000004,0,0,0,11652 959999999999,1042 01,73 909999999999997,217598 98999999999,0,0,494487 42999999999,48201 160000000003,193757 32999999999
2016,Prefeitura,1922990123,RESTITUICAO DE RECURSOS DE INCENTIVO CULTURAL,0,504670 01000000001,16961 709999999999,9427 0599999999995,43720 260000000002,2917 4000000000001,3582 1300000000001,25543 23,6998 5200000000004,9883 9599999999991,54294 269999999997,68484 259999999995,100912 38,161944 82999999999
2016,Prefeitura,1990990103,OUTRAS RECEITAS DO FCA,9156,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1990990517,DESCONTOS OBTIDOS - FCA,13750,547 11000000000001,0,0,0,0,0,0,781 58000000000004,0,0,0,0,-234 47
2016,Prefeitura,2114070117,CEF/SMH PRO-MORADIA AREAL CER 235766-25/08,25407,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2123999907,BIRD-PROGR.NAC.DE APOIO A GESTAO ADMINISTRAT.E FISCAL DOS MUNICIPIOS BRASILEIROS-PNAFM,29250000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1761995120,CONV 018/2012/CEF - RESIDENCIAL EVORA  - TTS PMCMV - SMH,0,239336 66000000003,88834 740000000005,0,0,61861 660000000003,0,0,69728 710000000006,18911 549999999999,0,0,0,0
2016,Prefeitura,1913120101,ITBI - MULTA FORMAL OU PENAL,14,9193 8900000000012,492 18000000000001,0,55 140000000000001,130 46000000000001,1178 6199999999999,2428 2399999999998,713 20000000000005,1235 55,57 380000000000003,57 829999999999998,2415 5100000000002,429 77999999999997
2016,Prefeitura,1919150102,MULTAS DE TRANSITO-CONVENIO MUNICIPIO/DETRAN,180294362,179655112 63,10981362 58,11353039 629999999,15003991 369999999,19752257 079999998,29755359 23,22970280 16,19523307 23,19321912 830000002,20769040 850000001,22296959 789999999,20702164 740000002,-32774562 859999999
2016,Prefeitura,1922070111,RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES,0,221180 89999999999,0,0,0,0,0,0,0,0,0,221180 89999999999,0,0
2016,Prefeitura,1922070112,RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES,0,414933 33000000002,0,0,0,0,0,0,0,0,0,0,0,414933 33000000002
2016,Prefeitura,1931110101,IMPOSTO PREDIAL,198072742,338841948 88,9373839 6300000008,10830004 18,12740350 6,11617915 27,12684709 76,13505552 76,25990951 460000001,21965629 969999999,13128963 73,11377561 369999999,22981440 649999999,172645029 5
2016,Prefeitura,1932990104,LEGISLACAO DO MEIO AMBIENTE - MULTAS POR INFRACOES,2029509,1601379 8199999998,282030 94,131500 66,103352 05,142829 54000000001,130063 47,159087 39000000001,287507 19,496848 14000000001,156311 73000000001,103646 61,121826 47,-513624 37000000005
2016,Prefeitura,1932990122,RECEITA DA DIVIDA ATIVA DA MULTA COD.DEF. DO CONSUMIDOR LEI FED 8078/90 - FUMDC,0,206271 06000000003,14636 870000000001,15391 43,8847 7399999999998,8932 6700000000001,8898 0499999999993,61683 739999999998,10588 870000000001,85491 490000000005,17278 389999999999,21385 93,17560 209999999999,-64424 329999999994
2016,Prefeitura,1990020105,HONORARIOS ADVOCATICIOS - DESTINACAO DO ART. 26 DA LC 132/2013 - DEPOSITOS JUDICIAIS - ADM,0,1110378 27,0,2120 1399999999999,14892 24,86431 100000000006,113734 84,61537 730000000003,43616 720000000001,56196 089999999997,9564 6700000000001,80070 619999999995,50425 879999999997,591788 23999999999
2016,Prefeitura,2471995133,CONV. TC 0437.260-90/2014/CEF - COMPLEXO ESPORTIVO DE DEODORO - RIO 2016 - AREA NORTE - SM,106272699,118978357 33999999,72800000,0,0,0,0,0,0,0,0,33893446 479999997,0,12284910 859999999
2016,Prefeitura,2476990131,RECURSOS PARA CONSTRUCAO DE CLINICAS DA FAMILIA - CMRJ,130989733,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,7311010101,ALUGUEIS RECEBIDOS - ADMINISTRACAO DIRETA,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Iplanrio,1600990302,OUTROS SERVICOS - IPLANRIO,0,69348 509999999995,0,0,589 15999999999997,0,11074 5,0,0,4713 79,978 89999999999998,52494 879999999997,-502 72000000000003,0
2016,Iplanrio,7763990113,CONV.125/2015-IPLANRIO/PGM-COOPERACAO TECNICA E MATERIAL PARA AMPLIAR O SERVICO INTERNET N,0,1826 3499999999999,0,0,0,0,0,0,0,0,0,1826 3499999999999,0,0
2016,Geo Rio,1600200201,SERVICOS DE CONSULTORIA -GEORIO,53123,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Parques e Jardins,1325029953,RENDIMENTOS DE APLICACOES FINANCEIRAS - FPJ,65606,64750 530000000006,8161 9300000000003,7837 2200000000003,9175 4400000000005,8433 9099999999999,8957 3899999999994,3782 1799999999998,3109 5700000000002,3394 54,3128 4699999999998,2994 4699999999998,2991 6199999999999,2783 79
2016,Parques e Jardins,1600990601,AUTORIZACAO PARA REMOCAO DE ARVORES - FPJ,150000,192929 60000000001,8817 0599999999995,18071 040000000001,16942 099999999999,15812 16,9035 5200000000004,18071 040000000001,10164 959999999999,15812 16,15812 16,21472 68,14682 719999999999,28236
2016,Planetário,1325015423,CONV. 823821/2015 - AQUISICAO DE EQUIPAMENTOS PARA FORMATO FULLDOME IMERSIVO - MC/PLANETAR,0,42337 220000000001,0,0,139 13999999999999,2764 48,8701 8999999999996,15950 58,11038 67,2503 79,316 17000000000002,301,299 05000000000001,322 44
2016,Prefeitura,1761995113,CONV 011/2012/CEF - RESIDENCIAL ALMADA - TTS PMCMV - SMH,0,244755 54000000001,80734 339999999997,0,0,63612 169999999998,0,0,68236 309999999998,32172 720000000001,0,0,0,0
2016,Prefeitura,1761995118,CONV 016/2012/CEF - CONDOMINIO PARK ROYAL - TTS PMCMV - SMH,0,165705 79999999999,67501 830000000002,0,0,39476 830000000002,0,0,37283 769999999997,21443 369999999999,0,0,0,0
2016,Prefeitura,1761995119,CONV 017/2012/CEF - RESIDENCIAL DESTRI - TTS PMCMV - SMH,0,188557 25,45877 339999999997,0,0,54726 760000000002,0,63614 029999999999,0,24339 119999999999,0,0,0,0
2016,Prefeitura,1761995127,CONV 025/2012/CEF - RESIDENCIAL VIVENDA DAS ORQUIDEAD - TTS PMCMV - SMH,0,236444 88,74105,0,0,75211 970000000001,0,63208 529999999999,0,23919 380000000001,0,0,0,0
2016,Prefeitura,1761995128,CONV 026/2012/CEF - RESIDENCIAL VIVENDA DAS ROSAS - TTS PMCMV - SMH,0,170675 60000000001,66673 919999999998,0,0,50430 970000000001,0,53570 709999999999,0,0,0,0,0,0
2016,Prefeitura,1911990105,MULTAS E JUROS DE MORA - TAXA DE USO DE AREA PUBLICA,116791,99207 320000000007,7457 0299999999997,6837 6000000000004,5151 5299999999997,11008 629999999999,6727 3900000000003,2852 1500000000001,9222,5594 6099999999997,4943 3999999999996,13138 73,17920 77,8353 4799999999996
2016,Prefeitura,1913130101,ISS - MULTA FORMAL OU PENAL,12604838,635532 07999999996,30770 16,30833 759999999998,31414 549999999999,34309 199999999997,31367 25,370729 13,29262 25,14607 190000000001,12847 48,13224 76,15144 120000000001,21022 23
2016,Prefeitura,1913130102,ISS - MULTAS E JUROS DE MORA,66640186,38019021 140000008,3098982 1400000001,3935120 1000000001,3005792 1099999999,2630450 5600000001,2599304 1200000001,5357832 3399999999,4308385 0800000001,3851582 52,2386308 7400000002,2292975 1899999999,1872106 04,2680182 2000000002
2016,Prefeitura,1915990102,MULTAS E JUROS DE MORA DA DIVIDA ATIVA DA MULTA COD.DEF.CONSUMIDOR LEI FED 8078/90 FUMDC,81713,42306 200000000004,2620 8899999999999,2993 21,1661 6700000000001,1677 6800000000001,1813 3,13316 219999999999,2032 24,20640 18,2668 3299999999999,2491 8499999999999,3507 1900000000001,-13116 559999999999
2016,Prefeitura,1922070108,RECUPERACAO DE DESPESAS DE EXERCICIOS ANTERIORES,285,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1990990112,CONVERSAO DE DEPOSITOS JUDICIAIS TRIBUTARIOS (DJT),198364404,354270767 59000003,10809486 27,173106 64999999999,213062310 81,-1824412 98,16778607 540000003,30523422 52,217876617 16000003,-38794545 390000001,36772357 519999996,-3870473 96,14533459 439999999,-141769167 99000001
2016,Prefeitura,2114070134,CEF/SMH PRO-MORADIA CIDADE DE DEUS,4138060,332423 67999999999,0,0,0,0,332423 67999999999,0,0,0,0,0,0,0
2016,Prefeitura,2421029909,TRANSFERENCIA DO FNDE - TC PAR N 00138/2016 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOLA,0,98223 729999999996,0,0,0,0,0,0,0,0,0,0,0,98223 729999999996
2016,Prefeitura,2471030105,CONV.09.2.0495.1/2009/BNDES- REQUALIF./AMPLIAC.DO SIST.ESGOT.SANIT.VILA KENNEDY-SMO/SUBAM,0,1422666 1699999999,0,0,0,0,0,0,0,0,0,0,0,1422666 1699999999
2016,Prefeitura,2471990302,CONV.N.747944/2010/MIN.INTEG. NACIONAL-RECUP.E RECONST.INFRA-EST.PARQUE NAC.TIJUCA - SMAC,6919558,3703841 27,0,0,0,0,0,0,0,3703841 27,0,0,0,0
2016,Prefeitura,2471995117,CONV. CR. 0402.324-18/2012 - PAC CONTENCAO - ZONA NORTE,32791041,54970 550000000003,0,54970 550000000003,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2476990132,CONVENIO A CONTRATAR PARA INSTALACAO DE CAMERAS DE VIDEOMONITORAMENTO-CVL,8100000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,7763990112,CONV.009/2015/SMA/PREVIRIO-MANUTENCAO DA FOLHA DE PAGAMENTO DOS SERV. INATIVOS-ERGON-SMA,0,543553 56000000006,67462 360000000001,0,0,33731 18,0,101193 53999999999,0,67462 360000000001,0,273704 12,0,0
2016,Prefeitura,2471995134,CONV. TC 0437.267-69/2014/CEF - COMPLEXO ESPORTIVO DE DEODORO - RIO 2016 - AREA SUL - SMO,33786427,94742399 710000008,0,0,8000000,0,32082376 359999999,0,0,0,0,13700000,0,40960023 350000001
2016,Prefeitura,7763990107,CONV.PREVI RIO/CVL - GESTAO DO CLUBE DO SERVIDOR MUNICIPAL,2500000,2350827 0099999998,0,0,197750 54000000001,414564 46999999997,0,414564 46999999997,192600,397606 75,414564 46999999997,0,0,319176 31
2016,Iplanrio,7600990314,OUTROS SERVICOS - IPLAN (SMS),2220000,1124995 5,325916 09999999998,0,0,0,0,0,0,0,0,0,799079 40000000002,0
2016,Previ-Rio,7311010202,ALUGUEIS RECEBIDOS - PREVIRIO,5284100,16008347 810000001,0,0,0,0,0,0,0,0,0,0,0,16008347 810000001
2016,Geo Rio,1990990201,OUTRAS RECEITAS - GEO RIO,13200,20274 09,872 79999999999995,1250,550,914 20000000000005,3050,924,100,481,699 70000000000005,450,10616 91,365 48000000000002
2016,Planetário,2471990207,CONV. MIN. ESPORTE/PLANETARIO- REFORMA DA PRACA GALILEU,111811,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,RIOCENTRO,1990990313,OUTRAS RECEITAS - RIOCENTRO,735546,696240 2699999999,57844 559999999998,57844 559999999998,57844 559999999998,57844 559999999998,57844 559999999998,57844 559999999998,57844 559999999998,57844 559999999998,57844 559999999998,57844 559999999998,57844 559999999998,59950 110000000001
2016,Comlurb,7600430303,SERVICOS ESPECIAIS DE LIMPEZA E REMOCAO - COMLURB/SERVICOS EM HOSPITAIS,30653961,33160748 409999996,1295167 02,182646 5,0,0,0,3034933 6800000002,10293344 140000001,2871695 48,3150530 3399999999,6836255 9699999997,4290418 3600000003,1205756 9199999999
2016,Imprensa da Cidade,1922990309,OUTRAS RESTITUICOES - IMPRENSA (EMAG),1850,0,0,0,0,0,0,0,0,0,0,0,0,0
